State,Year,Energy_type,Generation_MU,Capacity_MW,Potential_MW,Avg_Generation_MW,CUF,Potential_Capacity_Gap_MW,Generation_Potential_Utilization
Madhya Pradesh,2016,Biomass,0.00,93.00,0.00,0,0,-93.00,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2013,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2013,Solar,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2013,Waste,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2013,Wind,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2017,Biomass,0.00,93.00,0.00,0,0,-93.00,0.00%
Tripura,2013,Solar,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2013,Waste,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2013,Wind,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2018,Biomass,0.00,93.00,0.00,0,0,-93.00,0.00%
Uttar Pradesh,2013,Wind,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2019,Biomass,0.00,93.00,0.00,0,0,-93.00,0.00%
Uttarakhand,2013,Waste,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2013,Wind,0.00,0.00,0.00,0,0,0,0.00%
Madhya Pradesh,2020,Biomass,0.00,105.35,0.00,0,0,-105.35,0.00%
West Bengal,2013,Waste,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2013,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2018,Biomass,0.00,0.00,"1,970.00",0,0,"1,970.00",0.00%
Andaman And Nicobar Islands,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2015,Biomass,0.00,0.00,"1,887.00",0,0,"1,887.00",0.00%
Maharashtra,2017,Biomass,0.00,0.00,"1,887.00",0,0,"1,887.00",0.00%
Arunachal Pradesh,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2019,Biomass,0.00,0.00,"1,887.00",0,0,"1,887.00",0.00%
Assam,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Assam,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Assam,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2020,Biomass,0.00,0.00,"1,887.00",0,0,"1,887.00",0.00%
Bihar,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Bihar,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Bihar,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2019,Biomass,"4,433.25",0.00,0.00,506.0788813,0,0,0.00%
Chandigarh,2014,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2018,Biomass,"3,767.83",0.00,0.00,430.1175799,0,0,0.00%
Chhattisgarh,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Chhattisgarh,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2016,Biomass,"3,433.42",0.00,0.00,391.9426941,0,0,0.00%
Delhi,2014,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2020,Biomass,"2,932.44",0.00,0.00,334.7537671,0,0,0.00%
Goa,2014,Small Hydro,0.00,0.05,0.00,0,0,-0.05,0.00%
Goa,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Goa,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Goa,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2015,Biomass,"2,906.42",0.00,0.00,331.7826484,0,0,0.00%
Gujarat,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2014,Biomass,"2,644.86",0.00,0.00,301.9240868,0,0,0.00%
Haryana,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2017,Biomass,"2,614.34",0.00,0.00,298.4406393,0,0,0.00%
Himachal Pradesh,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2013,Biomass,"2,128.77",0.00,0.00,243.0097032,0,0,0.00%
Jammu And Kashmir,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2012,Biomass,"1,697.89",0.00,0.00,193.8234018,0,0,0.00%
Jharkhand,2014,Small Hydro,0.00,4.05,0.00,0,0,-4.05,0.00%
Jharkhand,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Jharkhand,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2011,Biomass,"1,133.43",0.00,0.00,129.3868721,0,0,0.00%
Karnataka,2014,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Maharashtra,2010,Biomass,614.53,0.00,0.00,70.15148402,0,0,0.00%
Kerala,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2009,Biomass,521.72,0.00,0.00,59.55650685,0,0,0.00%
Ladakh,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Ladakh,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Ladakh,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2008,Biomass,320.62,0.00,0.00,36.60079909,0,0,0.00%
Lakshadweep,2014,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2018,Biomass,0.00,"2,170.00","2,200.00",0,0,30.00,0.00%
Maharashtra,2015,Biomass,0.00,"1,833.00","1,250.00",0,0,-583.00,0.00%
Maharashtra,2017,Biomass,0.00,"2,065.00","1,250.00",0,0,-815.00,0.00%
Manipur,2014,Small Hydro,0.00,5.45,0.00,0,0,-5.45,0.00%
Manipur,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2019,Biomass,0.00,"2,499.70","1,250.00",0,0,"-1,249.70",0.00%
Meghalaya,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2020,Biomass,0.00,"2,516.10","1,250.00",0,0,"-1,266.10",0.00%
Mizoram,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2008,Biomass,0.00,114.00,0.00,0,0,-114.00,0.00%
Nagaland,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2009,Biomass,0.00,185.50,0.00,0,0,-185.50,0.00%
Odisha,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2010,Biomass,0.00,218.50,0.00,0,0,-218.50,0.00%
Puducherry,2014,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2014,Solar,0.00,0.03,0.00,0,0,-0.03,0.00%
Puducherry,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2011,Biomass,0.00,403.00,0.00,0,0,-403.00,0.00%
Punjab,2014,Waste,0.00,9.25,0.00,0,0,-9.25,0.00%
Maharashtra,2012,Biomass,0.00,603.70,0.00,0,0,-603.70,0.00%
Rajasthan,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2013,Biomass,0.00,756.90,0.00,0,0,-756.90,0.00%
Sikkim,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Maharashtra,2014,Biomass,0.00,940.40,0.00,0,0,-940.40,0.00%
Tamil Nadu,2014,Waste,0.00,8.05,0.00,0,0,-8.05,0.00%
Maharashtra,2016,Biomass,0.00,"1,967.00",0.00,0,0,"-1,967.00",0.00%
Telangana,2014,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2018,Biomass,0.00,0.00,15.00,0,0,15.00,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2014,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2015,Biomass,0.00,0.00,13.00,0,0,13.00,0.00%
Tripura,2014,Solar,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2017,Biomass,0.00,0.00,13.00,0,0,13.00,0.00%
Uttar Pradesh,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2019,Biomass,0.00,0.00,13.00,0,0,13.00,0.00%
Uttarakhand,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2020,Biomass,0.00,0.00,13.00,0,0,13.00,0.00%
West Bengal,2014,Waste,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2014,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2015,Solar,0.00,0.00,"13,760.00",0,0,"13,760.00",0.00%
Assam,2015,Waste,0.00,0.00,8.00,0,0,8.00,0.00%
Assam,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Bihar,2015,Solar,0.00,0.00,"11,200.00",0,0,"11,200.00",0.00%
Bihar,2015,Waste,0.00,0.00,73.00,0,0,73.00,0.00%
Bihar,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2015,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2015,Waste,0.00,0.00,6.00,0,0,6.00,0.00%
Chandigarh,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Chhattisgarh,2015,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Chhattisgarh,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2015,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2015,Biomass,0.00,0.00,11.00,0,0,11.00,0.00%
Meghalaya,2017,Biomass,0.00,0.00,11.00,0,0,11.00,0.00%
Goa,2015,Small Hydro,0.00,0.05,7.00,0,0,6.95,0.00%
Goa,2015,Solar,0.00,0.00,880.00,0,0,880.00,0.00%
Goa,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Goa,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2018,Biomass,0.00,0.00,11.00,0,0,11.00,0.00%
Meghalaya,2019,Biomass,0.00,0.00,11.00,0,0,11.00,0.00%
Gujarat,2015,Waste,0.00,0.00,112.00,0,0,112.00,0.00%
Meghalaya,2020,Biomass,0.00,0.00,11.00,0,0,11.00,0.00%
Meghalaya,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2015,Waste,0.00,0.00,24.00,0,0,24.00,0.00%
Haryana,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2015,Solar,0.00,0.00,"33,840.00",0,0,"33,840.00",0.00%
Himachal Pradesh,2015,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Himachal Pradesh,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2015,Solar,0.00,0.00,"111,050.00",0,0,"111,050.00",0.00%
Jammu And Kashmir,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Jharkhand,2015,Small Hydro,0.00,4.05,209.00,0,0,204.95,0.00%
Jharkhand,2015,Waste,0.00,0.00,10.00,0,0,10.00,0.00%
Jharkhand,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Karnataka,2015,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Meghalaya,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Kerala,2015,Waste,0.00,0.00,36.00,0,0,36.00,0.00%
Meghalaya,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Ladakh,2015,Small Hydro,0.00,0.00,0.00,0,0,0.00,0.00%
Ladakh,2015,Solar,0.00,0.00,0.00,0,0,0.00,0.00%
Meghalaya,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2015,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2020,Biomass,0.00,13.80,0.00,0,0,-13.80,0.00%
Mizoram,2015,Biomass,0.00,0.00,1.00,0,0,1.00,0.00%
Mizoram,2017,Biomass,0.00,0.00,1.00,0,0,1.00,0.00%
Mizoram,2018,Biomass,0.00,0.00,1.00,0,0,1.00,0.00%
Mizoram,2019,Biomass,0.00,0.00,1.00,0,0,1.00,0.00%
Mizoram,2020,Biomass,0.00,0.00,1.00,0,0,1.00,0.00%
Manipur,2015,Small Hydro,0.00,5.45,109.00,0,0,103.55,0.00%
Manipur,2015,Solar,0.00,0.00,"10,630.00",0,0,"10,630.00",0.00%
Manipur,2015,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Manipur,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2015,Solar,0.00,0.00,"5,860.00",0,0,"5,860.00",0.00%
Meghalaya,2015,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Meghalaya,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2015,Solar,0.00,0.00,"9,090.00",0,0,"9,090.00",0.00%
Mizoram,2015,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Mizoram,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2015,Solar,0.00,0.00,"7,290.00",0,0,"7,290.00",0.00%
Nagaland,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2015,Waste,0.00,0.00,22.00,0,0,22.00,0.00%
Odisha,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2015,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Puducherry,2015,Solar,0.00,0.03,0.00,0,0,-0.03,0.00%
Puducherry,2015,Waste,0.00,0.00,3.00,0,0,3.00,0.00%
Puducherry,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Punjab,2015,Waste,0.00,9.25,45.00,0,0,35.75,0.00%
Punjab,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Rajasthan,2015,Waste,0.00,0.00,62.00,0,0,62.00,0.00%
Nagaland,2015,Biomass,0.00,0.00,10.00,0,0,10.00,0.00%
Nagaland,2017,Biomass,0.00,0.00,10.00,0,0,10.00,0.00%
Sikkim,2015,Solar,0.00,0.00,"4,940.00",0,0,"4,940.00",0.00%
Sikkim,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Sikkim,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2018,Biomass,0.00,0.00,10.00,0,0,10.00,0.00%
Nagaland,2019,Biomass,0.00,0.00,10.00,0,0,10.00,0.00%
Tamil Nadu,2015,Waste,0.00,8.05,151.00,0,0,142.95,0.00%
Nagaland,2020,Biomass,0.00,0.00,10.00,0,0,10.00,0.00%
Telangana,2015,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
Telangana,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2015,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2015,Solar,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2015,Waste,0.00,0.00,0.00,0,0,0,0.00%
The Dadra And Nagar Haveli And Daman And Diu,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Tripura,2015,Waste,0.00,0.00,2.00,0,0,2.00,0.00%
Tripura,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2012,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttar Pradesh,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2013,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2014,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Uttarakhand,2015,Waste,0.00,0.00,5.00,0,0,5.00,0.00%
Uttarakhand,2015,Wind,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2015,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2016,Biomass,0.00,0.00,0.00,0,0,0,0.00%
West Bengal,2015,Waste,0.00,0.00,148.00,0,0,148.00,0.00%
Nagaland,2017,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Andaman And Nicobar Islands,2016,Wind,0.00,0.00,8.43,0,0,8.43,0.00%
Nagaland,2018,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2019,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Arunachal Pradesh,2016,Wind,0.00,0.00,236.00,0,0,236.00,0.00%
Nagaland,2020,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Assam,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Assam,2016,Wind,0.00,0.00,112.00,0,0,112.00,0.00%
Odisha,2018,Biomass,0.00,0.00,433.00,0,0,433.00,0.00%
Bihar,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Bihar,2016,Wind,0.00,0.00,144.00,0,0,144.00,0.00%
Odisha,2015,Biomass,0.00,0.00,246.00,0,0,246.00,0.00%
Chandigarh,2016,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Chandigarh,2016,Wind,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2017,Biomass,0.00,0.00,246.00,0,0,246.00,0.00%
Chhattisgarh,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Chhattisgarh,2016,Wind,0.00,0.00,76.58,0,0,76.58,0.00%
Odisha,2019,Biomass,0.00,0.00,246.00,0,0,246.00,0.00%
Delhi,2016,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Delhi,2016,Wind,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2020,Biomass,0.00,0.00,246.00,0,0,246.00,0.00%
Goa,2016,Small Hydro,0.00,0.05,0.00,0,0,-0.05,0.00%
Goa,2016,Solar,0.00,0.00,0.00,0,0,0,0.00%
Goa,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Goa,2016,Wind,0.00,0.00,0.84,0,0,0.84,0.00%
Odisha,2020,Biomass,66.60,0.00,0.00,7.60216895,0,0,0.00%
Gujarat,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2019,Biomass,66.08,0.00,0.00,7.542808219,0,0,0.00%
Haryana,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Haryana,2016,Wind,0.00,0.00,93.00,0,0,93.00,0.00%
Odisha,2017,Biomass,57.85,0.00,0.00,6.603424658,0,0,0.00%
Himachal Pradesh,2016,Solar,0.00,0.20,0.00,0,0,-0.20,0.00%
Himachal Pradesh,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Himachal Pradesh,2016,Wind,0.00,0.00,64.00,0,0,64.00,0.00%
Odisha,2018,Biomass,47.22,0.00,0.00,5.390410959,0,0,0.00%
Jammu And Kashmir,2016,Solar,0.00,1.00,0.00,0,0,-1.00,0.00%
Jammu And Kashmir,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Jammu And Kashmir,2016,Wind,0.00,0.00,"5,685.00",0,0,"5,685.00",0.00%
Odisha,2012,Biomass,20.48,0.00,0.00,2.338242009,0,0,0.00%
Jharkhand,2016,Small Hydro,0.00,4.05,0.00,0,0,-4.05,0.00%
Jharkhand,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Jharkhand,2016,Wind,0.00,0.00,91.00,0,0,91.00,0.00%
Odisha,2013,Biomass,20.48,0.00,0.00,2.338242009,0,0,0.00%
Karnataka,2016,Waste,0.00,1.00,0.00,0,0,-1.00,0.00%
Kerala,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Ladakh,2016,Wind,0.00,0.00,0.00,0,0,0.00,0.00%
Odisha,2014,Biomass,20.48,0.00,0.00,2.338242009,0,0,0.00%
Lakshadweep,2016,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Lakshadweep,2016,Wind,0.00,0.00,7.67,0,0,7.67,0.00%
Odisha,2015,Biomass,20.48,0.00,0.00,2.338242009,0,0,0.00%
Odisha,2016,Biomass,20.48,0.00,0.00,2.338242009,0,0,0.00%
Odisha,2008,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2016,Small Hydro,0.00,5.45,0.00,0,0,-5.45,0.00%
Manipur,2016,Solar,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Manipur,2016,Wind,0.00,0.00,56.00,0,0,56.00,0.00%
Odisha,2009,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2016,Solar,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Meghalaya,2016,Wind,0.00,0.00,82.00,0,0,82.00,0.00%
Odisha,2010,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2016,Solar,0.00,0.10,0.00,0,0,-0.10,0.00%
Mizoram,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Mizoram,2016,Wind,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2011,Biomass,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2016,Solar,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Nagaland,2016,Wind,0.00,0.00,16.00,0,0,16.00,0.00%
Odisha,2012,Biomass,0.00,20.00,0.00,0,0,-20.00,0.00%
Odisha,2016,Waste,0.00,0.00,0.00,0,0,0,0.00%
Odisha,2016,Wind,0.00,0.00,"3,093.48",0,0,"3,093.48",0.00%
Odisha,2013,Biomass,0.00,20.00,0.00,0,0,-20.00,0.00%
Puducherry,2016,Small Hydro,0.00,0.00,0.00,0,0,0,0.00%
