Country,State,Year,Region-Wise Installation Of Electricity,"Energy Value Type (Potential, Capacity, Generation)",Types Of Energy Sources,Nature Of Energy Sources,"Types Of Usage (Utility ,Captive)",Type Of Energy Sector,"Values For Renewable Electricity (UOM:MW(MegaWatt)), Scaling Factor:1"
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,983.98
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,416.47
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,644.26
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,1766.18
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,96.57
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,1247.21
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,47.165
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Assam,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Bihar,"Financial Year (Apr - Mar), 2009",ER,Capacity,SMALL HYDRO,,,,54.6
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,188
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,9638.77
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,102.94
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.6
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,51.13
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,37.604
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Bihar,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,6.56
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chandigarh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",WR,Capacity,COGENERATION-BAGASSE,,,,156.1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",WR,Capacity,SMALL HYDRO,,,,18.05
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,624.242
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,12807.72
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,22505.5
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,6368.36
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,13210.5
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,17.42
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,291.71
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,10.556
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,5503.92
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,1832.21
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.55
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,3681.68
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Delhi,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Goa,"Financial Year (Apr - Mar), 2009",WR,Capacity,SMALL HYDRO,,,,0.05
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,102
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,324.84
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Goa,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Gujarat,"Financial Year (Apr - Mar), 2009",WR,Capacity,COGENERATION-BAGASSE,,,,0.5
India,Gujarat,"Financial Year (Apr - Mar), 2009",WR,Capacity,SMALL HYDRO,,,,7
India,Gujarat,"Financial Year (Apr - Mar), 2009",WR,Capacity,WASTE,,,,0.5
India,Gujarat,"Financial Year (Apr - Mar), 2009",WR,Capacity,WIND,,,,1566.5
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0.207
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,7717.76
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,3373.23
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,25795.49
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2552.03
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2860.84
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,LIGNITE,NON-RENEWABLE,UTILITY,PRIVATE,1747.48
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,LIGNITE,NON-RENEWABLE,UTILITY,STATE,1105.73
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,10367.48
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,7633.4
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,8596.05
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,3053.83
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,1212.92
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,15.295
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0.589
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,76.62
India,Gujarat,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,2527.391
India,Haryana,"Financial Year (Apr - Mar), 2009",NR,Capacity,SMALL HYDRO,,,,62.7
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,395.07
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,13504.13
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,488.79
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,282.4
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,258.44
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,2380.5
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,846.789
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Haryana,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",NR,Capacity,SMALL HYDRO,,,,230.92
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,33.1
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,58.4
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,20842.33
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,1643
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2024.6
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,559.397
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",NR,Capacity,SMALL HYDRO,,,,109.383926759283
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,3.27672498116426
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,8057.0265715959
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,1598.05388267951
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0.273875520813729
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,212.988101902537
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",ER,Capacity,SMALL HYDRO,,,,4.05
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4200.91
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,5954.44
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,2185.29
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,3235.58
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.79
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,432.12
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,237.63
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Jharkhand,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2009",SR,Capacity,COGENERATION-BAGASSE,,,,294.18
India,Karnataka,"Financial Year (Apr - Mar), 2009",SR,Capacity,SMALL HYDRO,,,,563.45
India,Karnataka,"Financial Year (Apr - Mar), 2009",SR,Capacity,WASTE,,,,1
India,Karnataka,"Financial Year (Apr - Mar), 2009",SR,Capacity,WIND,,,,1327.4
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,1211.527
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,3662.86
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,1252.23
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,11741.92
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,907.96
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,565.47
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,456.11
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,83.59
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,269.71
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,12884.42
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,48.18
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,770.08
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,2688.16
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,686.413
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,21.17
India,Karnataka,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,2219.751
India,Kerala,"Financial Year (Apr - Mar), 2009",SR,Capacity,SMALL HYDRO,,,,133.87
India,Kerala,"Financial Year (Apr - Mar), 2009",SR,Capacity,SOLAR,,,,0.02
India,Kerala,"Financial Year (Apr - Mar), 2009",SR,Capacity,WIND,,,,27
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,264.46
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,58.52
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,97.24
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,653.55
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,34.5
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,63.69
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5848.09
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,145.83
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,2022.4
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,845.87
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,327.737
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.011
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Kerala,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,33.344
India,Ladakh,"Financial Year (Apr - Mar), 2009",NR,Capacity,SMALL HYDRO,,,,2.44607324071658
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.0732750188357377
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,180.173428404101
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,35.7361173204895
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,0.00612447918627061
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,4.7628980974629
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",SR,Capacity,SOLAR,,,,0.76
