Country,State,Year,Region-Wise Installation Of Electricity,"Energy Value Type (Potential, Capacity, Generation)",Types Of Energy Sources,Nature Of Energy Sources,"Types Of Usage (Utility ,Captive)",Type Of Energy Sector,"Values For Renewable Electricity (UOM:MW(MegaWatt)), Scaling Factor:1"
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,28.07
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,1.034
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WR,Capacity,COGENERATION-BAGASSE,,,,1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WR,Capacity,SMALL HYDRO,,,,71.16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WR,Capacity,SOLAR,,,,0.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WR,Capacity,WASTE,,,,2.75
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WR,Capacity,WIND,,,,212.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,3.595
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,3120.89
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,26601.36
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,15965.46
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,509.35
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,2367.49
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,2460.14
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,232.98
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,97.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.153
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,1.651
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,158.148
India,Maharashtra,"Financial Year (Apr - Mar), 2009",WR,Capacity,COGENERATION-BAGASSE,,,,185.5
India,Maharashtra,"Financial Year (Apr - Mar), 2009",WR,Capacity,SMALL HYDRO,,,,211.33
India,Maharashtra,"Financial Year (Apr - Mar), 2009",WR,Capacity,WASTE,,,,1
India,Maharashtra,"Financial Year (Apr - Mar), 2009",WR,Capacity,WIND,,,,1938.9
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,521.715
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,2044.51
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,13264.19
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,42056.83
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1577.11
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,PRIVATE,1215.06
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,3989.3
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,998.46
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,5208.53
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,1003.7
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,4431.77
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,6298.04
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,349.915
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0.024
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,13.47
India,Maharashtra,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,2550.125
India,Manipur,"Financial Year (Apr - Mar), 2009",NER,Capacity,SMALL HYDRO,,,,5.45
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,497.59
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Manipur,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2009",NER,Capacity,SMALL HYDRO,,,,31.03
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,108.6
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4.69
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,187.16
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,555.28
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,65.96
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Meghalaya,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",NER,Capacity,SMALL HYDRO,,,,24.47
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,2.51
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,18.531
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Mizoram,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",NER,Capacity,SMALL HYDRO,,,,28.67
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,238.39
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,74.15
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,82.939
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Nagaland,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Odisha,"Financial Year (Apr - Mar), 2009",ER,Capacity,SMALL HYDRO,,,,44.3
India,Odisha,"Financial Year (Apr - Mar), 2009",ER,Capacity,WIND,,,,3.2
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,11406.92
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,CENTRAL,26291.42
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,480.76
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,3190.67
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,67.4
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5714.33
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,180.436
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Odisha,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,3.952
India,Puducherry,"Financial Year (Apr - Mar), 2009",SR,Capacity,SOLAR,,,,0.02
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5.84
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,24.23
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,160.69
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,258.17
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Puducherry,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Punjab,"Financial Year (Apr - Mar), 2009",NR,Capacity,COGENERATION-BAGASSE,,,,28
India,Punjab,"Financial Year (Apr - Mar), 2009",NR,Capacity,SMALL HYDRO,,,,123.9
India,Punjab,"Financial Year (Apr - Mar), 2009",NR,Capacity,SOLAR,,,,0.32
India,Punjab,"Financial Year (Apr - Mar), 2009",NR,Capacity,WASTE,,,,9.25
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,108.677
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,696.27
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18066.41
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,178
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,1065.67
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,4227.74
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0.23
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,355.301
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.301
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,0
India,Punjab,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2009",NR,Capacity,COGENERATION-BAGASSE,,,,31.3
India,Rajasthan,"Financial Year (Apr - Mar), 2009",NR,Capacity,SMALL HYDRO,,,,23.85
India,Rajasthan,"Financial Year (Apr - Mar), 2009",NR,Capacity,SOLAR,,,,0.15
India,Rajasthan,"Financial Year (Apr - Mar), 2009",NR,Capacity,WIND,,,,738.4
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,70.95
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,5962.6
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,PRIVATE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,18880.34
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,406.02
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,670.97
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,205.46
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,CENTRAL,2515.6
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,2638.03
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,2255.42
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,5.059
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.21
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,16.18
India,Rajasthan,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,862.844
India,Sikkim,"Financial Year (Apr - Mar), 2009",ER,Capacity,SMALL HYDRO,,,,47.11
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,STATE,0.14
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,CENTRAL,2219.51
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,46.22
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,37.903
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Sikkim,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",SR,Capacity,COGENERATION-BAGASSE,,,,333.7
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",SR,Capacity,SMALL HYDRO,,,,90.05
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",SR,Capacity,SOLAR,,,,0.05
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",SR,Capacity,WASTE,,,,4.25
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",SR,Capacity,WIND,,,,4304.5
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,695.079
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,4634.62
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,UTILITY,STATE,21022.83
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,1823.15
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,UTILITY,PRIVATE,2705.01
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,UTILITY,STATE,5369.48
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,LIGNITE,NON-RENEWABLE,UTILITY,CENTRAL,15765.68
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,LIGNITE,NON-RENEWABLE,UTILITY,PRIVATE,1778.31
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,361.63
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,PRIVATE,3293.39
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,UTILITY,STATE,2564.34
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,NUCLEAR,NON-RENEWABLE,UTILITY,CENTRAL,1517.63
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,156.62
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0.024
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,CAPTIVE,CAPTIVE,428.86
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,4111.926
India,Telangana,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Telangana,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,Telangana,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,Telangana,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
India,Telangana,"Financial Year (Apr - Mar), 2009",,Generation,WIND,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,BIOMASS-BAGASSE,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,COAL,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,DIESEL,NON-RENEWABLE,CAPTIVE,CAPTIVE,10.61
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,HYDRO,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,NATURAL GAS,NON-RENEWABLE,CAPTIVE,CAPTIVE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,SMALL HYDRO,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,SOLAR,RENEWABLE,UTILITY,UTILITY-RE,0
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2009",,Generation,WASTE,RENEWABLE,UTILITY,UTILITY-RE,0
